Time(Iteration),EpsilonGreedyLinearBandit,EpsilonGreedyMultiArmedBandit
176,32.004872073499115,24.390834188891198
177,32.16735313963308,24.390834188891198
178,32.2956981485901,24.390834188891198
179,32.39378345337073,24.390834188891198
180,32.460467867272975,24.390834188891198
181,32.52446696241107,24.403652815754228
182,32.68306268049598,24.405892261810774
183,32.886820278330255,24.40813170786732
184,32.980983904444734,24.518035771403866
185,33.07945913928983,24.523150100365743
186,33.146143553192076,24.68273834233763
187,33.37580505787105,24.746660464626544
188,33.44248947177329,24.871397134550975
189,33.50917388567554,24.96457741027016
190,33.62752184100898,25.02761386059769
191,33.832839981698164,25.02985330665424
192,34.00630757595122,25.03477807147493
193,34.118030959907806,25.148426809861192
194,34.324446866962745,25.172407916627467
195,34.4096821770948,25.21034946636483
196,34.49894883168525,25.240229986942026
197,34.62853680816212,25.293658754864538
198,34.79768158491744,25.368302451747553
199,34.90114223815205,25.43653795591014
200,35.0774851845988,25.516267222688818
201,35.23250313273185,25.630501588034996
202,35.299187546634094,25.709852794650192
203,35.36587196053634,25.734980931267852
204,35.457351923667105,25.877123853993858
205,35.62339782055993,25.941935529953156
206,35.822927774157186,26.02749065175026
207,35.90744464188465,26.054654644879236
208,36.07361463991168,26.05689409093578
209,36.276786467397514,26.157854781316793
210,36.44136348028197,26.250535544076445
211,36.52282290238029,26.25277499013299
212,36.589507316282535,26.309836333025896
213,36.65619173018477,26.319269449869164
214,36.753736454736924,26.416975373117435
215,36.91953578072733,26.469443569369766
216,36.986220194629574,26.620932859689123
217,37.05290460853182,26.729833133659106
218,37.2289655964151,26.732072579715652
219,37.332369240429855,26.885239781607773
220,37.39905365433209,27.046857463561008
221,37.499769854711424,27.13778163590918
222,37.56645426861367,27.24915915862703
223,37.726445710349765,27.25139860468358
224,37.87062794594139,27.379894500013467
225,37.93731235984363,27.46521882368981
226,38.018384987826806,27.510428955732397
227,38.15517171015117,27.512668401788943
228,38.265563644690204,27.601391519218907
229,38.39872022216854,27.668081678030564
230,38.496805526949174,27.767762635462123
231,38.56348994085142,27.77000208151867
232,38.63073201118498,27.895143586955605
233,38.727027926578295,27.975103996888198
234,38.82941444416135,28.13742606081494
235,38.98151163277952,28.140223163302807
236,39.06885082856732,28.231575462842095
237,39.1666937499764,28.367246324481243
238,39.352317465055364,28.47596812745897
239,39.44074336032963,28.60316873015043
240,39.63406089081518,28.64080825631723
241,39.759530472488024,28.85303717537182
242,39.92521489308749,28.976841953776642
243,40.01034358580306,28.979081399833188
244,40.09861074517808,29.02398675897494
245,40.16529515908032,29.11200405059917
246,40.23197957298257,29.196497445946513
247,40.40010879537591,29.240470439464655
248,40.58674344227249,29.345808965539085
249,40.65342785617473,29.399453847809873
250,40.759484338028344,29.481662092874167
251,40.82616875193058,29.54328675816216
252,40.911297444646145,29.63224116655585
253,41.011048257323516,29.77459880769544
254,41.07773267122576,29.776838253751986
255,41.24945165273123,29.818741440639304
256,41.39168113849705,29.927453920068597
257,41.45088375117011,29.929693366125143
258,41.51008636384318,29.97225751919109
259,41.56928897651625,30.054136829278242
260,41.628491589189316,30.15408729886699
261,41.81974886144185,30.32856249349722
262,41.952705182696285,30.34402166109456
263,42.03702305707762,30.40216922485888
264,42.17811936546214,30.404408670915426
265,42.30269741833606,30.431590245161367
266,42.4609434188889,30.488396732795117
267,42.61626758564703,30.601941978132793
268,42.682951999549275,30.63515861129798
269,42.76042635036278,30.643965072132442
270,42.8613629206082,30.644132668940394
271,42.945680794989535,30.67439426769734
272,43.042047870558,30.776691893856757
273,43.10125048323107,30.792362859452947
274,43.16045309590414,30.856035480933837
275,43.27235088349233,30.85620307774179
276,43.389153296949765,30.877198249627725
277,43.48402419048333,30.877365846435673
278,43.54298150989206,30.914413107623584
279,43.68351331368845,30.914580704431536
280,43.999939223522254,30.974133520470936
281,44.10973071194873,30.974301117278884
282,44.21430600290965,31.17203617936709
283,44.32306297715722,31.22170600282402
284,44.445193597842206,31.285965875285438
285,44.55716660436521,31.341169542151324
286,44.66452471654781,31.341337138959272
287,44.72372732922088,31.341504735767224
288,44.89178024088316,31.341672332575172
289,45.01477048306344,31.34183992938312
290,45.14974266287613,31.349201196977795
291,45.25050453264848,31.349368793785743
292,45.32448215351762,31.386871531213494
293,45.49487661487877,31.387039128021446
294,45.58874151836842,31.42984038321734
295,45.82991748169702,31.486646870851086
296,45.90726235068392,31.486814467659038
297,45.96646496335699,31.55696310801621
298,46.02566757603006,31.675214231586473
299,46.178375345133674,31.70141452585341
300,46.2721519279534,31.803306850969097
301,46.38268444118289,31.913187506286626
302,46.495971037762466,32.036362969314155
303,46.63652266229643,32.13386781641445
304,46.73481669273427,32.19622807549606
305,46.86522066873672,32.273978119897535
306,46.94263845506391,32.45332078958451
307,47.026539177702766,32.49148444494672
308,47.22743047004047,32.59230094813419
309,47.31118625621265,32.693316743972
310,47.37038886888572,32.78567016072329
311,47.49241196793836,32.86069469918639
312,47.6019372441897,32.92949944436734
313,47.675968663914595,32.949521286746794
314,47.78689681784102,32.94968888355474
315,47.84609943051409,33.058501722371346
316,48.11515506152221,33.18188318705617
317,48.2700235161787,33.18205078386412
318,48.33461696096448,33.18221838067207
319,48.39381957363754,33.32959011367358
320,48.46320751765857,33.32975771048153
321,48.632984170806736,33.329925307289486
322,48.692186783479805,33.329925307289486
323,48.755847499069255,33.330092904097434
324,49.05518804343804,33.33026050090538
325,49.1143906561111,33.40601624080897
326,49.23257353085943,33.47124530195413
327,49.307292027064946,33.52164040862748
328,49.44074732027818,33.55483988470556
329,49.499949932951246,33.555007481513506
330,49.559152545624315,33.57930805652285
331,49.72039601675026,33.674761353163134
332,49.77839259428767,33.7331964265223
333,49.91322991868252,33.86731042642876
334,49.98301171216207,33.87687847540443
335,50.117120299997964,33.983354362673374
336,50.23164096371742,33.98352195948132
337,50.39399304779132,33.98368955628927
338,50.50439576248547,33.98385715309722
339,50.6003746144909,34.000773137674244
340,50.688134264605715,34.12204381072782
341,50.747336877278784,34.28282463206591
342,50.8786099333443,34.329499894413914
343,51.08953499623927,34.35478275293013
344,51.14873760891234,34.354950349738075
345,51.23628927868765,34.36959410036487
346,51.295491891360726,34.51125948198531
347,51.354694504033795,34.645605926914754
348,51.51823365116636,34.72908919946326
349,51.645993690736304,34.79572895984731
350,51.74427799490918,34.79589655665526
351,51.94593357593933,34.796064153463206
352,52.04991899853818,34.812266592458634
353,52.151120337699126,34.83223297310898
354,52.26918754384694,34.88273159238952
355,52.36701457004043,34.900926878784716
356,52.44147932419791,34.91986150961791
357,52.489154335883654,34.92002910642586
358,52.59895784592246,34.920196703233806
359,52.692169435793446,34.94547956175002
360,52.81191337300474,34.983661116054485
361,52.921879831435376,35.05538063057122
362,53.06269132472124,35.1004862998026
363,53.10980867997567,35.188915725579484
364,53.165564899256616,35.290366150622866
365,53.2485085349899,35.38125794409972
366,53.29562589024433,35.563867540373884
367,53.41940026553243,35.56403513718183
368,53.51574657217221,35.584029863401724
369,53.667500679948525,35.64379098886829
370,53.71461803520295,35.70229640771932
371,53.773848993445576,35.740477962023775
372,53.84268701572601,35.810815996955796
373,53.97515981338513,35.88985918812432
374,54.04830986609854,35.89002678493227
375,54.19476459712634,35.890194381740216
376,54.25764312917754,35.95301255205234
377,54.35381619661975,35.98736714678362
378,54.449358243853695,36.004283131360644
379,54.574664482259415,36.00445072816859
380,54.62178183751384,36.00461832497654
381,54.66889919276828,36.111441698174744
382,54.74436560512494,36.14515492439675
383,54.85106039960656,36.20010645103925
384,54.89817775486099,36.33143787426953
385,55.023444567067045,36.33160547107748
386,55.070561922321474,36.39223247397697
387,55.1176792775759,36.579484210913954
388,55.26679898947299,36.64068852229682
389,55.36492328119952,36.68691189384242
390,55.463505765758384,36.785611485992305
391,55.58535344675347,36.78577908280026
392,55.69557709578258,36.81049985310732
393,55.804599736163894,36.820067902083
394,55.92248507827334,36.939213924628106
395,55.96960243352777,36.93938152143606
396,56.05163992074639,37.014051542801845
397,56.147561763531975,37.06733817637355
398,56.194679118786404,37.0675057731815
399,56.24179647404084,37.1291747870573
400,56.380141101625284,37.17231306985129
401,56.45349280488525,37.24519344384725
402,56.500610160139686,37.309531804640145
403,56.59805017897239,37.3096994014481
404,56.7036278555266,37.37059190435805
405,56.80813614157844,37.41548287328446
406,56.85800162284505,37.46037384221087
407,56.97457297915455,37.54475628749721
408,57.054678986142996,37.58032396441541
409,57.177379499466824,37.61463060998754
410,57.250772741600564,37.62578010705404
411,57.371589314147855,37.714514990160325
412,57.517515066857776,37.71468258696827
413,57.56463242211221,37.71485018377622
414,57.66739458852864,37.71770309934832
415,57.846143879341774,37.78025696635652
416,57.944268171068316,37.780424563164466
417,58.04170818990102,37.906272048784764
418,58.08882554515545,37.935745413789206
419,58.23845721962673,37.99368791308241
420,58.31828933622727,38.01559717060009
421,58.40817301602252,38.04411382451027
422,58.51857573071668,38.19995660451452
423,58.65302079009895,38.306954886360046
424,58.731296652860216,38.38096367399931
425,58.85643721941322,38.38113127080726
426,58.90355457466766,38.586275275695584
427,59.01716427840513,38.58644287250353
428,59.06428163365956,38.62361467140497
429,59.11139898891399,38.659143397981104
430,59.21232367600406,38.693973285605644
431,59.35546672460828,38.78976365682485
432,59.48280501459635,38.849277876842606
433,59.61882034316992,38.905183269050696
434,59.709121603334346,38.905350865858644
435,59.75623895858878,38.930079205902636
436,59.821498570157054,39.08809778015431
437,59.91945009442922,39.21860051671877
438,60.03421590489016,39.21876811352672
439,60.08133326014458,39.25359800115126
440,60.126378766150424,39.25376559795921
441,60.2017935336638,39.43077830681637
442,60.27065254962797,39.528391407551744
443,60.317769904882404,39.62316611779124
444,60.429948724474045,39.62333371459919
445,60.495337817868915,39.66024985330064
446,60.565123818525606,39.70842750125205
447,60.612241173780035,39.711573095823255
448,60.674035067554954,39.83718388018936
449,60.767620381513815,39.842298209151224
450,60.880314304583635,39.84377460241906
451,60.96297416659593,39.91727695632277
452,61.010091521850356,40.005022121493695
453,61.156580499956284,40.005189718301644
454,61.23803294578933,40.04001960592618
455,61.28515030104376,40.04018720273413
456,61.411969372008016,40.133138493574464
457,61.53474348772104,40.22619256987171
458,61.78670300617631,40.293088556903115
459,61.95136031929256,40.29508270969532
460,62.023316208134574,40.29655910296316
461,62.12209710482021,40.296726699771106
462,62.16921446007465,40.35523211862213
463,62.29735199910864,40.35539971543008
464,62.35914589288355,40.37981204676097
465,62.448153867816,40.400807218646904
466,62.553144293389686,40.429323872557084
467,62.64223102330728,40.42949146936503
468,62.821363729788594,40.47455905286464
469,62.8949545565426,40.47472664967259
470,63.06512129932344,40.613906744810734
471,63.112238654577865,40.70853769145783
472,63.27738555739139,40.746531694134376
473,63.45454435925715,40.7980890449293
474,63.53702284427976,40.85243812686544
475,63.66476329418523,40.89945959285392
476,63.71188064943965,41.01621735271301
477,63.75899800469408,41.016384949520955
478,63.833551983868276,41.075937765560354
479,64.00817096397728,41.126483127825736
480,64.16287567755079,41.126650724633684
481,64.27211441216164,41.17807628131242
482,64.31923176741607,41.17824387812037
483,64.42023603928315,41.178411474928325
484,64.62671684055502,41.17857907173627
485,64.68247305983596,41.17874666854422
486,64.79942395820764,41.23154813418061
487,64.8746058700617,41.26846427288207
488,64.92172322531613,41.3370799568619
489,64.98949536245613,41.388505513540636
490,65.03661271771055,41.469877576866644
491,65.08373007296498,41.53462469504159
492,65.20179727911281,41.694491378537904
493,65.29061139327695,41.70424485061092
494,65.41522657022077,41.76590055637571
495,65.4623439254752,41.76606815318366
496,65.55761678023916,41.80163583010186
497,65.60473413549359,41.86909117523456
498,65.68588327722509,41.89192741744477
499,65.73300063247953,41.9606567194652
500,65.83082765867302,42.02375232428506
501,65.90970267569077,42.13289331889422
502,66.0104163143977,42.13306091570217
503,66.10090412562563,42.23896846467274
504,66.20648180217984,42.37121987678122
505,66.33532742219982,42.40387815461271
506,66.41563681497989,42.40404575142066
507,66.46366031874899,42.43775897764266
508,66.54349243534952,42.48726217703091
509,66.66637935774358,42.487429773838855
510,66.76188941269876,42.540462553264334
511,66.80900676795319,42.5944886504243
512,66.85612412320762,42.69511413746282
513,66.90324147846205,42.792317029146446
514,67.01456611634146,42.81661760415578
515,67.0879593584752,42.87064370131576
516,67.13507671372963,42.96186166214497
517,67.29947235889063,43.02697617163363
518,67.36487887403094,43.087603174533115
519,67.4729813134058,43.127232329437575
520,67.55281343000634,43.17470971941569
521,67.61926441118361,43.24782402905539
522,67.66638176643804,43.380127477641025
523,67.74422605594124,43.472964618747476
524,67.79134341119567,43.54412638332918
525,67.86652532304973,43.62178380085926
526,67.91364267830417,43.62195139766721
527,67.9607600335586,43.71151361183432
528,68.09412389679338,43.711681208642275
529,68.22325006908702,43.74908092791417
530,68.36320889925385,43.868203731191706
531,68.46441023841479,43.95161748012365
532,68.51152759366923,44.00830309088651
533,68.61813933051562,44.008470687694455
534,68.70710088952292,44.12578356623079
535,68.8049279157164,44.125951163038735
536,68.90307698611704,44.19666386647801
537,68.95019434137149,44.276270553239456
538,69.07879738071207,44.27643815004741
539,69.1259147359665,44.331734121742194
540,69.20905236468545,44.426172311659926
541,69.25616971993989,44.426339908467874
542,69.34694161324187,44.472563280013475
543,69.36641789397565,44.47273087682142
544,69.50811086635574,44.515439221807995
545,69.56437717050814,44.51560681861595
546,69.58385345124192,44.58452699745154
547,69.6033297319757,44.591888265046215
548,69.67338607291649,44.64683979168871
549,69.68514882722651,44.64963689417658
550,69.7046251079603,44.68713832485032
551,69.77107608913757,44.7197995032473
552,69.79055236987135,44.80438284817436
553,69.88029004467275,44.80455044498231
554,70.00632498634123,44.84399066396229
555,70.07460575460615,44.968280213013614
556,70.1296245420978,45.00480669842402
557,70.18476910369209,45.145930915531714
558,70.20424538442587,45.17121377404793
559,70.28480617384739,45.17138137085588
560,70.3435436286009,45.27643783259397
561,70.51469147490168,45.34401955366738
562,70.55645351977861,45.441421671194675
563,70.58251360774123,45.50416149790537
564,70.62347195740067,45.624978604319665
565,70.69432665015083,45.760804172534264
566,70.74692824903755,45.95149276888111
567,70.95449073880756,46.039383130697686
568,70.96625349311759,46.11688786064718
569,71.00801553799452,46.2608471929975
570,71.15607672502004,46.341855453228
571,71.16783947933007,46.375054929306074
572,71.19595462409038,46.37522252611402
573,71.3601480669989,46.37539012292197
574,71.37191082130893,46.42688762028634
575,71.41286917096836,46.42705521709429
576,71.52229410675076,46.43216954605616
577,71.60211762917534,46.432337142864114
578,71.66322552919225,46.633333072870585
579,71.70369711835461,46.63350066967853
580,71.71545987266464,46.63366826648648
581,71.75552003923363,46.6589511250027
582,71.78304397034043,46.65911872181065
583,71.79480672465046,46.680776759262486
584,71.87849028800922,46.76752192156599
585,71.91568625178252,46.789887075565254
586,71.93032388899788,46.7900546723732
587,71.9420866433079,46.817569668084204
588,71.95384939761793,46.921597294948086
589,71.96561215192796,46.98834636709255
590,72.12746686571776,47.01118260930276
591,72.18642216563833,47.086736449654694
592,72.37171578652129,47.111457219961764
593,72.41987545932085,47.11162481676971
594,72.43163821363088,47.2108754675518
595,72.44496268437395,47.27794205288469
596,72.45672543868397,47.27810964969264
597,72.51360888935595,47.27827724650059
598,72.52537164366598,47.32478787333527
599,72.62408397799608,47.36825817491587
600,72.6358467323061,47.39329242289624
601,72.67680508196554,47.477754255314906
602,72.7228929055165,47.477921852122854
603,72.76544030721702,47.555328167244504
604,72.77513121227847,47.63690996692428
605,72.84075246694051,47.63707756373223
606,72.85251522125054,47.637245160540175
607,72.96204519448612,47.72471216480101
608,73.05723483660981,47.833948576501435
609,73.06899759091985,47.83411617330938
610,73.11839158289749,47.90469357935842
611,73.26232836382144,47.90486117616637
612,73.27409111813147,47.95658606787277
613,73.28585387244149,48.104675007259445
614,73.29761662675153,48.144861972287885
615,73.30937938106156,48.29942566699409
616,73.32114213537159,48.29959326380204
617,73.43924508230677,48.330966186312544
618,73.4510078366168,48.33113378312049
619,73.46277059092682,48.394229387940356
620,73.52592309922383,48.433811021012374
621,73.53768585353386,48.43397861782032
622,73.7099055551003,48.56128088977359
623,73.72166830941033,48.56144848658154
624,73.73343106372036,48.6260667961446
625,73.85022687130675,48.651194932762266
626,73.94443357967117,48.793676984669005
627,73.99546895615323,48.91095990995042
628,74.06988228396743,48.96399708332522
629,74.14606602528737,49.14479076008758
630,74.1578287795974,49.21221402374151
631,74.2336739366851,49.274953850452206
632,74.24543669099512,49.408630998769254
633,74.32012745331707,49.453698582268856
634,74.36879900145203,49.496836865062846
635,74.45707016201229,49.64817999601983
636,74.46883291632231,49.69098125121572
637,74.60361841794506,49.74247874858009
638,74.61538117225508,49.74264634538804
639,74.64970225312305,49.74281394219599
640,74.66146500743308,49.795751932853875
641,74.7811527567975,49.79591952966182
642,74.86556270101383,49.85087105630432
643,74.92548095483339,49.946641270283294
644,74.96559276624565,49.982510970772054
645,74.97735552055568,49.98267856758001
646,75.02376809672137,49.98284616438796
647,75.0937100351272,50.06384710914693
648,75.20893323484822,50.1705226677747
649,75.25428011421795,50.21366095056869
650,75.26604286852799,50.383281829034665
651,75.27780562283802,50.43827132267897
652,75.28956837714804,50.47785295575099
653,75.36858679830405,50.47802055255894
654,75.42501521561361,50.478188149366886
655,75.50122868267874,50.496644906060716
656,75.51389758550343,50.57673653994651
657,75.52566033981347,50.646389415027976
658,75.5374230941235,50.680538023291845
659,75.54918584843352,50.73009849149635
660,75.59630973251174,50.816759113893575
661,75.73190419311848,50.81692671070152
662,75.79637902801446,50.81709430750947
663,75.86563675663747,50.81726190431742
664,75.96577407460668,50.904729239779456
665,75.97753682891671,50.96671996065145
666,75.98929958322674,51.0178807947281
667,76.03142605512986,51.16310979619406
668,76.11763504782134,51.163277393002005
669,76.12939780213136,51.22581286740052
670,76.18168806876736,51.4073590038131
671,76.23608448146533,51.463264079337804
672,76.31533235513528,51.52176949818884
673,76.3315532123617,51.521937094996794
674,76.41596841192035,51.564907955855425
675,76.42773116623037,51.566902108647625
676,76.53742728021135,51.658710040079086
677,76.60534624833173,51.65887763688704
678,76.73390789398042,51.659045233695
679,76.74567064829044,51.718012412530435
680,76.82599510781296,51.71818000933839
681,76.83775786212298,51.718347606146345
682,76.90856258183206,51.7185152029543
683,76.92032533614208,51.783813734045395
684,76.93208809045211,51.86044302761701
685,76.9899450793787,51.9659470841792
686,77.124134553245,51.98785634169688
687,77.13589730755504,51.98802393850484
688,77.14766006186507,52.0176949827074
689,77.1594228161751,52.131229492630425
690,77.24953674107866,52.156512351146645
691,77.34606928248276,52.22980679213898
692,77.35783203679279,52.229974388946935
693,77.36959479110281,52.23014198575489
694,77.46959510616128,52.2831791591297
695,77.49964702035719,52.28334675593766
696,77.51140977466721,52.28351435274561
697,77.52317252897726,52.28368194955357
698,77.53493528328728,52.36716522210209
699,77.54669803759731,52.39772201944287
700,77.55846079190734,52.43552085391845
701,77.57022354621736,52.44340197715015
702,77.69710478100593,52.44356957395811
703,77.85677724272236,52.49163301971056
704,77.8685399970324,52.49180061651852
705,77.90885978878416,52.59469495525546
706,78.00152412912216,52.65364771983402
707,78.04184392087393,52.653815316641975
708,78.08938630525799,52.73122163176364
709,78.14024047733278,52.731389228571594
710,78.15200323164281,52.79059879077859
711,78.16376598595284,52.86700093798235
712,78.20976772601817,52.89451593369334
713,78.27224015126725,52.93241880836882
714,78.2840029055773,52.942172280441845
715,78.29576565988732,52.9423398772498
716,78.33858440001835,53.01993195784449
717,78.44978899237249,53.05259313624149
718,78.46155174668252,53.133160071080646
719,78.47331450099254,53.1333276678886
720,78.53512918003771,53.15024365246563
721,78.60648546300635,53.17023837868553
722,78.61980993374942,53.17338397325674
723,78.63157268805945,53.23748267471761
724,78.64333544236948,53.320234956060496
725,78.70593236569725,53.35145853868945
726,78.7680728854647,53.50458923202014
727,78.86350817669054,53.573644428341154
728,78.94257109952176,53.62466761750032
729,79.0139273824904,53.72285139636367
730,79.06773875380279,53.72301899317163
731,79.19382897312623,53.809670261353006
732,79.24397315038588,53.82559903495773
733,79.2940428655301,53.93661540328846
734,79.38419761010778,54.09606777486552
735,79.51400714251179,54.15500880177619
736,79.60678497815938,54.23082867210125
737,79.65054354339532,54.32121365786368
738,79.6821334271173,54.40716072905383
739,79.69389618142732,54.50998740016721
740,79.7564931047551,54.51015499697517
741,79.8460634896275,54.57832069996706
742,79.85782624393752,54.63682611881809
743,79.86958899824756,54.74618324880771
744,79.89075220472532,54.81770684280709
745,79.9537042809013,55.00216754277219
746,80.14026316272407,55.02963966799469
747,80.23850958840752,55.085078338729105
748,80.2626766472878,55.08524593553706
749,80.27443940159783,55.09993622529889
750,80.30376315479745,55.162754395611024
751,80.31552590910749,55.16292199241898
752,80.33786784422401,55.163089589226935
753,80.34963059853403,55.204668770462604
754,80.39872718670985,55.27209203411654
755,80.51268147729152,55.272259630924495
756,80.52444423160155,55.33076504977553
757,80.53620698591158,55.35176022166147
758,80.58530357408739,55.405119423634275
759,80.72000086305388,55.40528702044223
760,80.84479133597235,55.405454617250186
761,80.87574105789925,55.461991919470776
762,80.89304464065916,55.46215951627873
763,80.9048073949692,55.52532144298719
764,80.97343733326548,55.52548903979515
765,81.0417181015304,55.5256566366031
766,81.06365627285236,55.59017665066061
767,81.11078015693057,55.590344247468565
768,81.17622729788908,55.59051184427652
769,81.18799005219913,55.623711320354595
770,81.440548496033,55.66226034011218
771,81.4872518877627,55.66242793692013
