Time(Iteration),EpsilonGreedyLinearBanditTheta
0,0.9889084965419587
1,0.9837663491687575
2,0.977034737631492
3,0.9793740942324242
4,0.9736094923677172
5,0.9463583809978913
6,0.9290938683046195
7,0.9264484730127738
8,0.9228454490147238
9,0.9180524191981101
10,0.9181176228618717
11,0.9155003850634668
12,0.8982558169007611
13,0.8967137887760203
14,0.8919579331862021
15,0.8878538655274463
16,0.8842596097818036
17,0.8708142144836535
18,0.8663051171262561
19,0.8530637231981008
20,0.8525006666596339
21,0.8464892835886332
22,0.8460723597362045
23,0.8426032619176151
24,0.8397337116639753
25,0.8353985009412865
26,0.8327817957687964
27,0.832578073394741
28,0.820360938105898
29,0.8147353340759883
30,0.8090307635079087
31,0.8085139948304827
32,0.8071533962998674
33,0.7980305349479883
34,0.7971775209768988
35,0.7967721591491953
36,0.7982027074612064
37,0.7987263874345301
38,0.7986255845734964
39,0.7986781869633977
40,0.796595940602127
41,0.7894799042229695
42,0.7860248994152531
43,0.7846824055967029
44,0.7826589450319112
45,0.7826458475507752
46,0.7826086263076607
47,0.7827424746106773
48,0.7823409588007955
49,0.7794820241917908
50,0.7793092004808676
51,0.7769475501999262
52,0.7740226433417423
53,0.7744692974912921
54,0.770220770677029
55,0.7701846201530951
56,0.7681997421169091
57,0.7576099817294434
58,0.757314815641529
59,0.7433239217710486
60,0.7417415143420225
61,0.7379196799706108
62,0.7383927968234832
63,0.7351157602929348
64,0.7344448081098487
65,0.7316751356905966
66,0.7316954845560125
67,0.7300757583769852
68,0.7291129448320814
69,0.7293858603792162
70,0.7293607320373859
71,0.724741931215533
72,0.7203463967296445
73,0.7180032827375576
74,0.7180057900989513
75,0.7181628329888657
76,0.7179309533817978
77,0.7173075587929149
78,0.7108389010872431
79,0.705074412259561
80,0.7044527203772036
81,0.7044555093234044
82,0.704489735293812
83,0.7060678585293829
84,0.6961169200583278
85,0.6970545187910533
86,0.6970407680461232
87,0.6971847197855052
88,0.6972020579488714
89,0.6905973720791236
90,0.69137453239027
91,0.6914180839656575
92,0.6870850345668728
93,0.6857720450438827
94,0.6860113124144747
95,0.677198726848573
96,0.6739150664488438
97,0.6735199180557565
98,0.673512622196639
99,0.6736208174260294
100,0.6735920050906196
101,0.6658455040168169
102,0.6657906479928819
103,0.6657609884970221
104,0.6663629942532874
105,0.6662549710517303
106,0.6659434822710684
107,0.6570694014887639
108,0.6570286026178542
109,0.6570593137982533
110,0.6571187161492619
111,0.6463577475081124
112,0.6391349078078713
113,0.6364185847979877
114,0.6364114634829294
115,0.634621796785255
116,0.634642866523748
117,0.63380274708592
118,0.632853046209465
119,0.6312232717254421
120,0.6314720971420255
121,0.6222669725214564
122,0.6138069761980394
123,0.6138196289608341
124,0.6006858644295228
125,0.6002022936352842
126,0.6001970814825752
127,0.5996582983191205
128,0.5996731488752014
129,0.5948672554334138
130,0.5948659927993362
131,0.5947566347386027
132,0.5944103010384622
133,0.5937904590269014
134,0.5937936051415414
135,0.5911999784494839
136,0.5910084658083841
137,0.5903304007791758
138,0.5903390388122804
139,0.5902288062504613
140,0.5902282115702349
141,0.5884675157838261
142,0.5884641911800538
143,0.5877481801758639
144,0.5831828351034248
145,0.5815998772867557
146,0.5816912613140517
147,0.5814513650034442
148,0.5806970304937384
149,0.5809095662941981
150,0.5805106816477698
151,0.580979423081318
152,0.574015407902622
153,0.5726565146829632
154,0.572685116390474
155,0.5721269558343801
156,0.5683968469437007
157,0.5683633760341391
158,0.5654422582785444
159,0.5654028984127233
160,0.5654433033457995
161,0.5661426377401825
162,0.5661606588690946
163,0.564625444681652
164,0.546377959703941
165,0.5447055564627526
166,0.5447020611032626
167,0.5449145500535619
168,0.5395121362772695
169,0.5388705263639313
170,0.5393050699873523
171,0.539978312318835
172,0.5395713650569782
173,0.5353118508760144
174,0.5353412789453826
175,0.5346584740539079
176,0.5342212714074697
177,0.5346638034860491
178,0.5348804222800376
179,0.5348625558225895
180,0.5348590908438371
181,0.5335345049437538
182,0.5332801663491152
183,0.5329164670796123
184,0.5308935666125866
185,0.5306941471555705
186,0.5306929151935227
187,0.5299649136304624
188,0.5299660340558933
189,0.5299694531525497
190,0.5305551975867775
191,0.5304534386059021
192,0.5303716348048629
193,0.5304198612185207
194,0.5307867104516164
195,0.5291124999385318
196,0.5289162016694747
197,0.5290264219745933
198,0.5287467214206555
199,0.5329292130932453
200,0.5294421660934043
201,0.5294836457159502
202,0.5294893052619456
203,0.529483359227741
204,0.5294870355814948
205,0.5250845177622407
206,0.5246924260939516
207,0.5246910380605332
208,0.5218102632783642
209,0.5227275640203961
210,0.5226638408240061
211,0.5222739831093565
212,0.5222708293191454
213,0.5222700904832368
214,0.524725748549841
215,0.5246500324251596
216,0.5246493126866592
217,0.524643548776726
218,0.5235107082298115
219,0.5213555249125623
220,0.5213509918668249
221,0.5217680879636204
222,0.5217644733752078
223,0.522083347790283
224,0.5075422337766318
225,0.507541376844008
226,0.5074233609036487
227,0.5072840408993128
228,0.5068989747621749
229,0.5071056293963957
230,0.5068815029308622
231,0.506880121344218
232,0.5068612829739584
233,0.5066539555894691
234,0.5066131432736879
235,0.5073243534915578
236,0.5073842985912084
237,0.507392988431761
238,0.5076602126180038
239,0.5076523625781155
240,0.5087473980368209
241,0.5081894460442664
242,0.5084589406610859
243,0.5083298104926193
244,0.5081072051146596
245,0.5081076210384818
246,0.5081043201292742
247,0.5052978595133055
248,0.47595245839129297
249,0.4759521559911531
250,0.47648181224304986
251,0.47648497210656426
252,0.47653201298959075
253,0.4765607861774271
254,0.4765598497104298
255,0.4765994345182548
256,0.4607202934522151
257,0.4605870419472219
258,0.4605741937401645
259,0.4607025209689072
260,0.4605694298438525
261,0.4605613320875534
262,0.460697673854302
263,0.4606706719078157
264,0.4606579761237272
265,0.4605353696403416
266,0.46020741401194554
267,0.45970324569343973
268,0.45970127210421446
269,0.4597409364982954
270,0.459743028927668
271,0.4597971084440086
272,0.4597773587742144
273,0.4597595488018875
274,0.45975843850684617
275,0.45972248032994345
276,0.459634162011693
277,0.4586716751776674
278,0.45883038497547995
279,0.4577923232392732
280,0.4528636460421672
281,0.4535400250204297
282,0.4534496816811382
283,0.4537863404101946
284,0.45381780881013994
285,0.4533833424433406
286,0.45388206701832495
287,0.45389520857268445
288,0.45646535650112235
289,0.45198086703321944
290,0.44301233011373514
291,0.4391772952323437
292,0.43908940558180304
293,0.4387805758853448
294,0.43878050245908007
295,0.4387843558183421
296,0.4387693122419275
297,0.4387663476143538
298,0.43876473416330414
299,0.4352513571211364
300,0.4293692739411214
301,0.4299724943245568
302,0.429857650555315
303,0.4278676529683311
304,0.4267190584995434
305,0.4268965663727049
306,0.42694001979602375
307,0.4185047864803052
308,0.41869569845684873
309,0.41870230655708635
310,0.4186998900450286
311,0.4177414407957891
312,0.4177357172364351
313,0.41777947173730245
314,0.41583528790611746
315,0.4158324888514329
316,0.4156416851349539
317,0.4156643157507446
318,0.4156119978426207
319,0.41561874994236414
320,0.41566239510087966
321,0.4149643418065236
322,0.4149633076409092
323,0.41519863956851416
324,0.41499348306892186
325,0.4149920625142446
326,0.4149545690146736
327,0.4146718642791852
328,0.41472364792889904
329,0.4147213956313328
330,0.41471995356604036
331,0.4153283904142165
332,0.3925172118198116
333,0.39240022242438954
334,0.3924059224395806
335,0.38982953857505037
336,0.38982738977215725
337,0.3896033914759859
338,0.38878152951103456
339,0.3872540511324752
340,0.3873564501799959
341,0.38735624047429107
342,0.38656518944604135
343,0.3856897702413506
344,0.38569093554587974
345,0.3846847327542676
346,0.38468382347703167
347,0.38468290182344594
348,0.3590683196372971
349,0.35914847925667653
350,0.359015471016122
351,0.35914069276003835
352,0.3590552553245808
353,0.33944388433005834
354,0.338176880074749
355,0.3377746659546379
356,0.3378823362501122
357,0.3380206009872995
358,0.33612534362820023
359,0.3357624609859571
360,0.33557159607196757
361,0.3356781679074834
362,0.33457848323219724
363,0.3346418454811641
364,0.3352348916208273
365,0.33491570786480224
366,0.33479922703049925
367,0.3330939832383287
368,0.3334986031622961
369,0.3331684723471259
370,0.33316687648737286
371,0.33311101467010273
372,0.3331627542150394
373,0.3336216225405314
374,0.33356052549929555
375,0.3330974465951597
376,0.3332246253867954
377,0.3330720868776117
378,0.3299477568611605
379,0.33003090043765365
380,0.3300301780906454
381,0.33006025101470965
382,0.33001546327662473
