Time(Iteration),EpsilonGreedyLinearBanditTheta
0,0.9767414056330395
1,0.9713998113572992
2,0.9685871897193008
3,0.9527661968558414
4,0.9378914430816966
5,0.9194845635937161
6,0.9173111760042707
7,0.9163854687126787
8,0.9093551113954661
9,0.897591214041249
10,0.8936846940261889
11,0.8904623999693356
12,0.8825523015734202
13,0.8773136426724946
14,0.8760885145171307
15,0.8666034441486378
16,0.8648364704638561
17,0.8620756453176248
18,0.8620123527755869
19,0.8632218793549647
20,0.8562182917556322
21,0.8425073431286378
22,0.8423510526463739
23,0.8403747643389146
24,0.8393690879603348
25,0.829079526874339
26,0.8283821449563321
27,0.8254280774498911
28,0.8254203966215696
29,0.8236750678385232
30,0.8221647801836538
31,0.810021043746483
32,0.8050185312398123
33,0.804952485221416
34,0.7845996982639473
35,0.7810132930416357
36,0.7806061418551671
37,0.7730497834440937
38,0.7667048902517725
39,0.7660382242283417
40,0.7483847556850509
41,0.7479693172958914
42,0.7481323887604847
43,0.746292084632463
44,0.7462556938416733
45,0.7459508825888179
46,0.7441575358501896
47,0.7406525763339933
48,0.7422817199243741
49,0.7400316008810691
50,0.7400252073188056
51,0.739026692247646
52,0.7340968259308442
53,0.7324848135653385
54,0.7327380096213529
55,0.7301550689331832
56,0.7303275126990375
57,0.7298870478291944
58,0.7290581216589154
59,0.728476906421202
60,0.7284838625603645
61,0.7292190754687451
62,0.7292004170399273
63,0.7298045106823323
64,0.7289018697872667
65,0.7116240277745058
66,0.7116089515882555
67,0.7110716412806661
68,0.6992337319179025
69,0.698623806976503
70,0.6980495189523366
71,0.6966381006938518
72,0.6966384332964715
73,0.695439032194629
74,0.6964242083736109
75,0.6964531442041108
76,0.6964284888293767
77,0.6943732497870503
78,0.6943354149534937
79,0.6909213814316513
80,0.6875145711685967
81,0.6789095548843493
82,0.6782729899957933
83,0.6781677086758402
84,0.6781699659380286
85,0.6782763661638713
86,0.6770832990560662
87,0.6561256226026455
88,0.6555305499887109
89,0.6555394031570098
90,0.6555212179124809
91,0.6555191838092986
92,0.6529780632530976
93,0.6528749519428523
94,0.6517196806277662
95,0.6517063695877492
96,0.6517168484402405
97,0.6517364510022805
98,0.6423793048514523
99,0.6418130870702613
100,0.632996920135899
101,0.6282642594401702
102,0.6276151182531395
103,0.6276150392425768
104,0.62596053662914
105,0.6228181306885633
106,0.6227322380470788
107,0.6234774014806257
108,0.6235385260162623
109,0.6235242627445908
110,0.6236762730690931
111,0.6236897317374444
112,0.623743912031893
113,0.6242315940682904
114,0.6252235651139031
115,0.6252173382976247
116,0.6252157478141964
117,0.6258036638857052
118,0.6155367562432439
119,0.6156296321841298
120,0.6156334178267114
121,0.615431789230296
122,0.614760155288862
123,0.6149796684165121
124,0.6142122988727817
125,0.6134056691940215
126,0.6101804965451059
127,0.6069254767692808
128,0.5975827726772693
129,0.5975697113205178
130,0.5976049827207431
131,0.5912918164555998
132,0.5853278124021395
133,0.5643229779433803
134,0.5630625559675939
135,0.566090800238068
136,0.5646824781631965
137,0.5571530457020805
138,0.5572784831302892
139,0.5572798932279053
140,0.5576584975787086
141,0.5482396849634061
142,0.5482454237771999
143,0.5480537936704034
144,0.5475772315155705
145,0.5464717841295768
146,0.5459037583145256
147,0.546556721583275
148,0.546546606805278
149,0.5320224461496237
150,0.5328925228660958
151,0.5223653084972716
152,0.5157949115287626
153,0.5158107728720778
154,0.5161311997083023
155,0.5153216178613642
156,0.5134949285631253
157,0.5135736765289397
158,0.5134268010120541
159,0.5117171360800906
160,0.5117249626186808
161,0.5153361618983607
162,0.5154978179648463
163,0.5143267984673019
164,0.5127030919511053
165,0.5100911711678959
166,0.5067856725097732
167,0.5063480662933251
168,0.5063575932286027
169,0.499222344710903
170,0.4991513000779214
171,0.4992156453058013
172,0.49843851249347015
173,0.49825550564495097
174,0.4982643321876938
175,0.4982174309254791
176,0.498827901829552
177,0.4983771056364875
178,0.4984713151196365
179,0.4983877502546055
180,0.49752656924878835
181,0.49842338487616383
182,0.49859369369615836
183,0.49810416327414037
184,0.49767129344147654
185,0.49768869592189446
186,0.49764608948454425
187,0.49155830196515937
188,0.491543634444477
189,0.4915929112874767
190,0.48981135931246833
191,0.4887964395677556
192,0.4879624109185821
193,0.4857306047017233
194,0.4862836519532757
195,0.4859998408548692
196,0.48770933365476044
197,0.4877839903710298
198,0.48744636171503747
199,0.48747152240638336
200,0.48363823144534496
201,0.48283656908301625
202,0.47988781511420553
203,0.47945963603647457
204,0.47945504094980107
205,0.47741981357180646
206,0.47576325720381674
207,0.47552964296203876
208,0.4737551362840368
209,0.46653576231920074
210,0.4664928949198893
211,0.466488411274314
212,0.4613096589236306
213,0.46124178851076836
214,0.4616313134003434
215,0.4612743039499699
216,0.4612764217638289
217,0.45619852342334244
218,0.45620621449389304
219,0.45604553362840355
220,0.45620783229559575
221,0.45580816189244455
222,0.4555105817440962
223,0.45267264442574184
224,0.45368991581602247
225,0.4536866145628412
226,0.45370070084734093
227,0.44183516532417516
228,0.44183935949864905
229,0.44043896590676174
230,0.44036839223696306
231,0.43954766864942185
232,0.4394991312458313
233,0.43934001225481456
234,0.438562758460071
235,0.4384396928647081
236,0.43292696524549257
237,0.433301080664226
238,0.43289322549890913
239,0.4326003231499319
240,0.4325994603739165
241,0.43230598682040106
242,0.43133092686778884
243,0.4313235143986057
244,0.4327582052728234
245,0.4250593940317856
246,0.4246237066517211
247,0.42471755529027544
248,0.4247214299272294
249,0.4070868671469251
250,0.40708429144708963
251,0.4069500114911061
252,0.40695014030541604
253,0.4069485874045965
254,0.4070066767488066
255,0.4076794850054851
256,0.4091754762422088
257,0.4091149827797519
258,0.4093801564436988
259,0.40889239381561804
260,0.40830259652543804
261,0.4037599128872391
262,0.4037560724087381
263,0.39811271107752083
264,0.3972412235226016
265,0.3973396239127811
266,0.39350330725541893
267,0.39350547571768557
268,0.39348775012702647
269,0.39348943651594
270,0.3934863488610194
271,0.39203992473146126
272,0.390731742603999
273,0.39108693519208243
274,0.39022622890324443
275,0.3870671000096748
276,0.3870726469267446
277,0.38685778974180357
278,0.3868633448115909
279,0.3867988667829717
280,0.3867936186789103
281,0.388754480538932
282,0.3888794224130735
283,0.38887890790181323
284,0.3894236704043112
285,0.38943715736475243
286,0.3894341668560616
287,0.3894077882036613
288,0.386259572127772
289,0.3858256534889086
290,0.3858440047568924
291,0.38584219781639123
292,0.3855854725727564
293,0.3855874337031325
294,0.3841952734511177
295,0.38458691951709445
296,0.3845882957152712
297,0.384582175977505
298,0.384726594332891
299,0.3841531890040921
300,0.3836799024719934
301,0.3837182429931955
302,0.38368938718122797
303,0.38374502860792364
304,0.3830757887674533
305,0.3829315508582861
306,0.3828741695524366
307,0.38282803155461054
308,0.38273985987783904
309,0.382616169480678
